,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85186505154,10.1016/j.cej.2024.149989,S138589472401475X,,From waste to fuel: Metal-free carbon nanodots for selective CO<inf>2</inf> photoreduction into methanol,ar,Article,Bressi V.,60110590;60011576;60003138;116418480,Universidad ECOTEC;Università degli Studi di Messina;Universidad de Córdoba;National University of Science and Technology Polytehnica Bucharest,Samborondon;Messina;Cordoba;Bucharest,Ecuador;Italy;Spain;Romania,5,"Bressi, Viviana;Len, Thomas;Abate, Salvatore;Espro, Claudia;Luque, Rafael",57223044857;57192869569;14219137600;12790110200;26643003700,60011576-60003138;60003138;60011576;60011576;60110590-116418480,2024-04-01,1 April 2024,Chemical Engineering Journal,13858947,16398,,Journal,485,,149989,,"Addressing the major challenge of global warming by implementing a circular carbon cycle involving CO2 conversion is currently an urgent priority for a more sustainable future. The design of efficient, stable, cheap and eco-friendly systems for such purpose is a remarkable challenge. This study reports an unprecedented metal-free, co-catalyst-free orange peel waste–derived carbon nanodot highly active and selective system for the photoreduction of CO2 into methanol. The waste-derived photocatalyst exhibited a maximum methanol production rate of 416.6 µmolMeOH.gcat-1.h−1 and a highly stable methanol production rate of 12.9 µmolMeOH.gcat-1.h−1 after 72 h. This work proposes a successful waste-to-fuel strategy that combines the valorization of orange peel waste and CO2 conversion for the synthesis of green methanol.",Carbon nanodots | CO  photoreduction 2 | Metal-free | Waste-to-fuel,0,0,,,MCIN,FJC2021-047151-I,Ministerio de Ciencia e Innovación
11,2-s2.0-85184054589,10.1016/j.jechem.2023.12.041,S2095495624000184,,Biomass valorization via electrocatalytic carbon–carbon bond cleavage,re,Review,Wang K.,60108649;60005027;60003138,Center of Innovative and Applied Bioprocessing;Guizhou University;Universidad de Córdoba,Mohali;Guiyang;Cordoba,India;China;Spain,8,"Wang, Keping;Guo, Zhenyan;Zhou, Min;Yang, Ying;Li, Lanyun;Li, Hu;Luque, Rafael;Saravanamurugan, Shunmugavel",57556052500;58727578700;57913859400;57556613500;58160066000;35933455300;26643003700;6507575237,60005027;60005027;60005027;60005027;60005027;60005027;60003138;60108649,2024-04-01,April 2024,Journal of Energy Chemistry,20954956,21100244836,,Journal,91,,,542-578,"Renewable electrocatalytic upgrading of biomass feedstocks into valuable chemicals is one of the promising strategies to relieve the pressure of traditional energy-based systems. Through electrocatalytic carbon–carbon bond cleavage of high selectivity, various functionalized molecules, such as organic acids, amides, esters, and nitriles, have great potential to be accessed from biomass. However, it has merely received finite concerns and interests in the biorefinery. This review first showcases the research progress on the electrocatalytic conversion of lipid/sugar- and lignin-derived molecules (e.g., glycerol, meso-erythritol, xylose, glucose, 1-phenylethanol, and cyclohexanol) into organic acids via specific carbon–carbon bond scission processes, with focus on disclosing reaction mechanisms, recognizing actual active species, and collecting feasible modification strategies. For the guidance of further extensive studies on biomass valorization, organic transformations via a variety of reactions, including decarboxylation, ring-opening, rearrangement, reductive hydrogenation, and carboxylation, are also disclosed for the construction of similar carbon skeletons/scaffolds. The remaining challenges, prospective applications, and future objectives in terms of biomass conversion are also proposed. This review is expected to provide references to develop renewed electrocatalytic carbon–carbon bond cleavage transformation paths/strategies for biomass upgrading.",Biomass conversion | Carbon–carbon bond cleavage | Electrocatalysis | Organic acids,0,0,,,NSFC,Qianjiaoji[2023]082,National Natural Science Foundation of China
12,2-s2.0-85183514404,10.1088/2516-1083/ad1921,,,CO<inf>2</inf> to solar fuel: design and reactivity of inorganic perovskites,no,Note,Len T.,60110590;60012954;60003138;116418480,Universidad ECOTEC;Oulun Yliopisto;Universidad de Córdoba;National University of Science and Technology Polytehnica Bucharest,Samborondon;Oulu;Cordoba;Bucharest,Ecuador;Finland;Spain;Romania,6,"Len, Thomas;Chhabra, Tripti;Rusanen, Annu;Estrada-Pomares, Jose;de Miguel, Gustavo;Luque, Rafael",57192869569;57202987380;57188839907;57730397900;8274703200;26643003700,60003138;60003138;60012954;60003138;60003138;60110590-116418480,2024-04-01,1 April 2024,Progress in Energy,,21101107944,25161083,Journal,6,2,023001,,"Carbon dioxide release by human activity is the major cause of global warming. Decreasing the concentration of CO2 in the atmosphere is a challenge that needs to be addressed. In addition to their negative impact on the environment, the availability of petroleum-based fuel is decreasing. The photoconversion of CO2 into so-called green solar fuel is a possible alternative to reduce the quantity of carbon dioxide in the atmosphere aiming the limitation of greenhouse effect. Among the photocatalyst studied for these reactions, the perovskite-based appeared as one of the most promising class of materials. These materials possess unique optoelectronic properties and exhibit significant variability in terms of their dimensionality, structure, morphology, grain size, and tunable band gap, as well as the position of their valence band and conduction band. This review discusses both the classics and innovative perovskite synthesis methods such as solid-state reaction, hydrothermal and solvothermal synthesis, hot injection or chemical precipitation. Then, the use of these materials for the photoreduction of CO2 into fuel such as formic acid, methanol and methane is detailed.",CO  photoreduction 2 | perovskites | solar fuels,0,0,,,HaDEA,101057430,European Health and Digital Executive Agency
13,2-s2.0-85163312327,10.1016/j.mattod.2023.05.001,S1369702123001372,,"Functionalized interconnected porous materials for heterogeneous catalysis, energy conversion and storage applications: Recent advances and future perspectives",re,Review,Luque R.,60110590;60108699;60105696;60070615;60030782;60028265;60025665;60003367;60003138,Universidad ECOTEC;University of Jeddah;Asia Pacific University of Technology and Innovation;Government College University Faisalabad;Universidad de Tarapacá;Lanzhou University;Nanjing Forestry University;Univerzita Palackého v Olomouci;Universidad de Córdoba,Samborondon;Jeddah;Kuala Lumpur;Faisalabad;Arica;Lanzhou;Nanjing;Olomouc;Cordoba,Ecuador;Saudi Arabia;Malaysia;Pakistan;Chile;China;China;Czech Republic;Spain,9,"Luque, Rafael;Ahmad, Awais;Tariq, Sadaf;Mubashir, Muhammad;Sufyan Javed, Muhammad;Rajendran, Saravanan;Varma, Rajender S.;Ali, Abulhassan;Xia, Changlei",26643003700;57221479477;57699362200;55234503500;56522559800;7004886581;7201793587;56435091800;56539233000,60003138-60110590;60003138;60070615;60105696;60028265;60030782;60003367;60108699;60025665,2024-03-01,1 March 2024,Materials Today,13697021,24769,18734103,Journal,73,,,105-129,"Interconnected porous materials have recently emerged as hybrid porous materials, comprising (meso/micro)pores with interconnected (micro/meso)porous walls. Benefiting from structural, morphological, and geometrical properties, interconnected porous materials are endowed with high porosity, specific surface area, mass transfer capacity, tailored pore sizes, volume and shape compatibility. These hybrid materials can be synthesized and further functionalized into a wide range of nanomaterials by either modifying conventional strategies or involving novel strategies such as pillared-layer assembly, defect-formation and/or the use of structure-directing agents. Owing to their exceptional properties, functionalized materials have already exhibited remarkable potential in various practical applications including reduction, sensing, purification, detection of gases, harvesting, conversion, and storage of energy, photocatalysis, electrocatalysis, chemical synthesis, as well as non-automotive applications. A brief description of recent advancements in catalysis and energy conversion/storage applications of functionalized interconnected materials as well as prospects is provided in this contribution.",Functionalization | Heterogeneous catalysis | Interconnected materials | Porous materials,4,1,publisherhybridgold,Hybrid Gold,MICINN,PID2019-109953GB-100,"Consejería de Transformación Económica, Industria, Conocimiento y Universidades"
14,2-s2.0-85184917542,10.1021/acsami.3c10311,,38305213,Improved Electrochemical Performance of Aqueous Hybrid Supercapacitors Using CrCo<inf>2</inf>O<inf>4</inf> Mesoporous Nanowires: An Innovative Strategy toward Sustainable Energy Devices,ar,Article,Ahmad A.,60110590;60034410;60031031;60028265;60015024;60005353;60003138,Universidad ECOTEC;Bahauddin Zakariya University;Shandong University;Lanzhou University;RUDN University;College of Sciences;Universidad de Córdoba,Samborondon;Multan;Jinan;Lanzhou;Moscow;Riyadh;Cordoba,Ecuador;Pakistan;China;China;Russian Federation;Saudi Arabia;Spain,7,"Ahmad, Awais;Khan, Safia;Javed, Muhammad Sufyan;Osman, Sameh;Li, Hu;Majeed, Saadat;Luque, Rafael",57221479477;57221934005;56522559800;55327003700;58832391500;57220462447;26643003700,60003138;60031031;60028265;60005353;60031031;60034410;60110590-60015024,2024-02-14,14 February 2024,ACS Applied Materials and Interfaces,19448244,19700171101,19448252,Journal,16,6,,6920-6930,"High-rate aqueous hybrid supercapacitors (AHSCs) have attracted relevant scientific significance owing to their expected energy density, supercapacitor-level power density, and battery-level energy density. In this work, a bimetallic nanostructured material with chromium-incorporated cobalt oxide (CCO, i.e., CoCr2O4) was prepared via a hydrothermal method to form a stable cubic obelisk structure. Compared with CCO materials prepared using traditional methods, CCO displayed a nanowire structure (50 nm diameter), suggesting an enhanced specific surface area and a large number of active sites for chemical reactions. The electrode possessed a high specific capacitance (2951 F g-1) at a current density of 1 A g-1, minimum Rct (0.135 Ω), and the highest capacitance retention (98.7%), making it an ideal electrode material for AHSCs. Ex situ analysis based on X-ray diffraction (XRD) and X-ray photoelectron spectroscopy (XPS) showed a favorable stability of CCO after 10,000 cycles without any phase changes being detected. GGA and GGA + U methods employed in density functional theory (DFT) also highlighted the enhanced metallic properties of CCO originating from the synergistic effect of semiconducting Cr2O3 and Co3O4 materials.",cyclic voltammetry | electrochemical energy storage | galvanic charge−discharge | hybrid supercapacitor | hydrothermal method | metal oxide | nanowires,0,0,,,KSU,P18-RT-4576,"Consejería de Transformación Económica, Industria, Conocimiento y Universidades"
15,2-s2.0-85184672217,10.3390/ma17030759,,,"Correction to: Synthesis of Mesoporous Zn1−xMxAl2O4 Substituted by Co2+ and Ni2+ Ions and Application in the Photodegradation of Rhodamine B (Materials, (2020), 13, 9, (2150), 10.3390/ma13092150)",er,Erratum,Pontes do Nascimento N.M.,60003138;60001890,Universidad de Córdoba;Universidade Federal do Pará,Cordoba;Belem,Spain;Brazil,7,"Pontes do Nascimento, Nilson Machado;Machado de Lima, Bárbara Ronara;Zamian, José Roberto;Ferreira da Costa, Carlos Emmerson;Adriano Santos do Nascimento, Luís;Luque, Rafael;Filho, Geraldo Narciso da Rocha",58879849600;58880328400;6507886082;25721862100;58879535100;26643003700;57210466637,60001890;60001890;60001890;60001890;60001890;60003138;60001890,2024-02-01,February 2024,Materials,,76627,19961944,Journal,17,3,759,,"In the original publication [1], an error occurred in “Figure 3. Scanning electron micrographs of samples (a) and (b) ZnAl2O4–750; (c) and (d) NiAl2O4–950; (e) and (f) CoAl2O4–750”, specifically in Figure 3d. The image from Figure 3b was inadvertently duplicated and used again in Figure 3d. The figure’s label remains unchanged, but the image itself has been replaced. The authors state that the scientific conclusions are unaffected. This correction was approved by the Academic Editor. The original publication has also been updated. Figure 3 should be replaced with the following figure: In the revised version of this article, two references underwent an exchange. References numbered 4 and 5 required modifications due to changes made during manuscript formatting. These references have been substituted with the following sources, which maintain the same numbering: Li, X.; Zhu, Z.; Zhao, Q.; Wang, L. 2011 replaces reference number 4. Rahnamaeiyan, S.; Nasiri, M.; Talebi, R.; Khademolhoseini, S. 2015 replaces reference number 5. Li, X.; Zhu, Z.; Zhao, Q.; Wang, L. 2011 replaces reference number 4. Rahnamaeiyan, S.; Nasiri, M.; Talebi, R.; Khademolhoseini, S. 2015 replaces reference number 5. Consequently, the reference initially numbered 5 (Kapse, S.D.; Raghuwanshi, F.C.; Kapse, V.D.; Patil, D.R. Curr. Appl. Phys. 2012, 12, 307–312) has been renumbered as 30. And the references after 30 was changed to 31, 32, 33, etc. 4. Nakatsuka, A.; Ikeda, Y.; Yamasaki, Y.; Nakayama, N.; Mizota, T. Cation distribution and bond lengths in CoAl2O4 spinel. Solid State Commun. 2003, 128, 85–90. 5. Kapse, S.D.; Raghuwanshi, F.C.; Kapse, V.D.; Patil, D.R. Characteristics of high sensitivity ethanol gas sensors based on nanostructured spinel Zn1−xCoxAl2O4. Curr. Appl. Phys. 2012, 12, 307–312. 4. Li, X.; Zhu, Z.; Zhao, Q.; Wang, L. Photocatalytic degradation of gaseous toluene over ZnAl2O4 prepared by different methods: A comparative study. J. Hazard. Mater. 2011, 186, 2089–2096. 5. Rahnamaeiyan, S.; Nasiri, M.; Talebi, R.; Khademolhoseini, S. Novel sol–gel method for synthesis of cobalt aluminate and its photocatalyst application. J. Mater. Sci. Mater. Electron. 2015, 26, 8720–8725. 30. Kapse, S.D.; Raghuwanshi, F.C.; Kapse, V.D.; Patil, D.R. Characteristics of high sensitivity ethanol gas sensors based on nanostructured spinel Zn1−xCoxAl2O4. Curr. Appl. Phys. 2012, 12, 307–312.",,0,1,publisherfullgold,Gold,,undefined,
16,2-s2.0-85182889930,10.1016/j.scp.2024.101436,S2352554124000111,,Brewing sustainability: Continuous flow Ru-supported hydrochar from bagasse beer waste for renewable N-containing chemicals via reductive amination of biomass-derived platform molecules,ar,Article,Bressi V.,60110590;60011576;60005353;60003662;60003138;60003003;116418480,Universidad ECOTEC;Università degli Studi di Messina;College of Sciences;Universidad de Málaga;Universidad de Córdoba;Università degli Studi di Perugia;National University of Science and Technology Polytehnica Bucharest,Samborondon;Messina;Riyadh;Malaga;Cordoba;Perugia;Bucharest,Ecuador;Italy;Saudi Arabia;Spain;Spain;Italy;Romania,10,"Bressi, Viviana;Minio, Francesco;Balu, Alina M.;Rodríguez-Castellón, Enrique;Marrocchi, Assunta;Vaccaro, Luigi;Espro, Claudia;Osman, Sameh M.;Luque, Rafael;Chhabra, Tripti",57223044857;57495487400;22940159800;7006359835;6602575367;7006955790;12790110200;55327003700;26643003700;57202987380,60011576-60003138;60003003;60003138;60003662;60003003;60003003;60011576;60005353;116418480-60110590;60003138,2024-02-01,February 2024,Sustainable Chemistry and Pharmacy,,21100444313,23525541,Journal,37,,101436,,"This research aligns with sustainability goals, wherein hydrochar derived from the hydrothermal treatment of brewing industry waste was employed as a support for a ruthenium-based catalyst. Hydrochar-supported Ru metal (Ru-HC) was synthesized and applied in the reductive amination pathway within the H-cube, a flow reactor coupled with a hydrogen source. The reductive reaction between levulinic acid and n-butylamine was chosen as a model reaction. High conversion and high selectivity were obtained after optimization with temperature, flow rate, hydrogen pressure and solvents. At 40 bar of hydrogen pressure, 80 °C of temperature, with a flow of 0.1 mLmin-1, 99% conversion with selectivity of 98% towards the hydrogenated product was obtained. The catalytic ability of Ru-HC was investigated across a variety of substrate scopes. Several biomass-derived molecules such as furfural, 5-hydroxymethylfurfural, furfurylamine etc. were employed in the reductive amination process to yield diverse valuable N-containing products. The possible mechanism was further proved with the formation of an intermediate and a recyclability study proved the robust nature of Ru-HC. Overall, the established pathway for reductive amination with Ru-HC as a heterogeneous catalyst provides a sustainable protocol for the synthesis of N-containing molecules, which is highly valuable for our society.",Amines | Carbonyl compounds | Continuous flow reactor | Hydrochar | Reductive amination,0,0,,,HaDEA,101057430,European Health and Digital Executive Agency
17,2-s2.0-85182881170,10.1016/j.cej.2024.148560,S1385894724000457,,Towards green membranes: Repurposing waste polypropylene with a single plant-based solvent via tandem spin-casting and annealing,ar,Article,Saleem J.,60113885;60110590;60072749,"Hamad Bin Khalifa University, College of Science and Engineering;Universidad ECOTEC;Qatar University",Doha;Samborondon;Doha,Qatar;Ecuador;Qatar,4,"Saleem, Junaid;Moghal, Zubair Khalid Baig;Luque, Rafael;McKay, Gordon",55910615500;58120197000;26643003700;7202215456,60113885;60072749;60110590;60113885,2024-02-01,1 February 2024,Chemical Engineering Journal,13858947,16398,,Journal,481,,148560,,"A key aspect of advancing sustainable membrane technology is to source eco-friendly polymers, such as recycled plastic waste, use renewable plant-based solvents, and limit the number of solvents used in dissolution-precipitation processes. In this study, we upcycle polypropylene PP waste into bi-layered microporous superhydrophobic membranes using a single plant-based solvent, Cymene, through tandem spin-casting and annealing. The surface roughness and hydrophobicity of the top layer enhance selectivity, while the presence of micropores ensures efficient liquid passage and high permeability. The microporous bottom layer serves as a substrate for the top layer, providing structural support. Various annealing conditions were employed to optimize hydrophobicity, roughness, porosity and strength of as-prepared membranes, yielding high permeance and outstanding separation efficiency. The fabricated membranes were subjected to oil–water emulsion separations, demonstrating a contact angle exceeding 155° and a surface roughness of 123 nm, resulting in an organic solvent flux of 14,000 Lm-2h−1 with a 96 % water rejection. Tensile strength and strain % were found to be 13–28 MPa and 20–27 %, respectively. This research provided access to environmentally friendly membranes, adding value to plastic waste with potential benefits to both the polymer and membrane industries as they transition towards a circular economy.",Circular economy | Functional Surfaces | Green membranes | Plastic waste | Polypropylene | Valorization,1,1,,,QF,undefined,Qatar Foundation
18,2-s2.0-85181840031,10.1016/j.scp.2023.101408,S2352554123004436,,Phosphorus species transformation and recovery in deep eutectic solvent-assisted hydrothermal carbonization of sewage sludge,ar,Article,Dou R.,60110590;60017482;60015024;60005353;112759261;109249094,Universidad ECOTEC;Jiangsu University;RUDN University;College of Sciences;National Engineering Laboratory for Exploration and Development of Low Permeability Oil and Gas Fields;PetroChina Changqing Oilfield Company,Samborondon;Zhenjiang;Moscow;Riyadh;Xi'an;Xi'an,Ecuador;China;Russian Federation;Saudi Arabia;China;China,8,"Dou, Rui;Gao, Fan;Tan, Yi;Xiong, Huan Ran;Xu, Zhi Xiang;Osman, Sameh M.;Zheng, Li Jun;Luque, Rafael",58803136000;58511357500;57872437800;58510473200;55687337500;55327003700;58802633200;26643003700,60017482;60017482;60017482;60017482;60017482;60005353;109249094-112759261;60110590-60015024,2024-02-01,February 2024,Sustainable Chemistry and Pharmacy,,21100444313,23525541,Journal,37,,101408,,"The efficient release of phosphorus (P) from sewage sludge plays a crucial role in P recovery. Hydrochars derived from sewage sludge were prepared using a CaCl2-lactic acid deep eutectic solvent-assisted hydrothermal carbonization. The addition of CaCl2-lactic acid increased HTC hydrochar yields from ca. 40–50% to almost ca. 45–57%. The sewage sludge floc structure could be disrupted to release more organic matter, subsequently transforming it into inorganic-P and fixing it onto the hydrochar. The deep eutectic solvent was found to significantly disrupt the floc structure of sewage sludge, facilitating the transfer of Poly-P into Pyro-P and orthophosphate. The addition of the deep eutectic solvent increased the Ortho-P/Pyro-P content from 12.9% to 19%. The total organic values exhibited a slight increase at 180 °C (10,653 mg/L) with deep eutectic solvent addition, indicating that lactic acid reacted with organic matter during hydrothermal carbonization, altering the properties of the hydrochars. This study proposes an alternative and sustainable approach to enhance P release from sewage sludge.",Deep eutectic solvent | Hydrothermal carbonization | Recovery of phosphorus | Sewage sludge,0,0,,,KSU,RSP2023R405,"State Key Laboratory of High-efficiency Utilization of Coal and Green Chemical Engineering, Ningxia University"
19,2-s2.0-85176551081,10.15376/biores.19.1.Sanoja-Lopez,,,Rice Waste Feedstocks: A Review of Alternatives for their Conversion into High-Value Added Products,re,Review,Sanoja-López K.A.,60110590,Universidad ECOTEC,Samborondon,Ecuador,3,"Sanoja-López, Kelvin A.;Loor-Molina, Nikolt S.;Luque, Rafael",57983415300;58037661300;26643003700,60110590;60110590;60110590,2024-02-01,1 February 2024,BioResources,,5900153306,19302126,Journal,19,1,,1-30,"The increase in global population, expected daunting energy demands, and scarcity of resources has driven the search for new sustainable sources of materials, energy, and chemicals. In this context, biomass valorization has emerged as a promising technology to obtain high-value products in recent years. This research focuses on the valorization of rice production waste including straw, husk, and bran, due to their abundance, underutilization, and potential in generating a wide range of valuable products such as biofuels and materials. A systematic review was conducted regarding the valorization of rice production waste. The characteristics of biomass obtained from post-harvest rice production were explored, as well as the primary products derived from each of the discussed biomass feedstocks. Furthermore, the economic viability of the obtained products in their respective fields of application was evaluated, providing a solid foundation for future research and industrial applications. Different rice waste materials studied hold significant potential to obtain high-value products including silica, adsorbent materials, biofuels, and various bioactive compounds.",Agricultural residues | Biomass | Economic analysis | Revalorization | Rice bran | Rice husk | Rice straw,0,1,publisherfree2read,Bronze,,undefined,
